"movie_title","director_name","title_year","imdb_score","rating_category","budget","gross","profit","roi","budget_category","is_profitable","duration","content_rating","primary_genre","language","country","num_voted_users","num_critic_for_reviews","num_user_for_reviews","movie_facebook_likes","budget_outlier","gross_outlier","profit_outlier","roi_outlier","imdb_score_outlier"
"The Painted Veil ","John Curran",2006,7.5,"Excellent",19400000,8047690,-11352310,-0.585170618556701,"Medium",0,125,"PG-13","Drama","Mandarin","China",77656,143,220,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Baader Meinhof Complex ","Uli Edel",2008,7.4,"Good",2e+07,476270,-19523730,-0.9761865,"Medium",0,184,"R","Action","German","Germany",29602,160,110,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Dances with Wolves ","Kevin Costner",1990,8,"Excellent",2.2e+07,184208848,162208848,7.37312945454545,"Medium",1,236,"PG-13","Adventure","English","USA",186485,92,382,0,FALSE,TRUE,TRUE,TRUE,FALSE
"Bad Teacher ","Jake Kasdan",2011,5.7,"Average",2e+07,100292856,80292856,4.0146428,"Medium",1,97,"R","Comedy","English","USA",160418,286,296,16000,FALSE,FALSE,TRUE,TRUE,FALSE
"Sea of Love ","Harold Becker",1989,6.8,"Good",1.9e+07,58571513,39571513,2.08271121052632,"Medium",1,113,"R","Crime","English","USA",30213,43,112,0,FALSE,FALSE,FALSE,FALSE,FALSE
"A Cinderella Story ","Mark Rosman",2004,5.9,"Average",2e+07,51431160,31431160,1.571558,"Medium",1,95,"PG","Comedy","English","USA",62861,69,232,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Scream ","Wes Craven",1996,7.2,"Good",1.5e+07,103001286,88001286,5.8667524,"Medium",1,103,"R","Horror","English","USA",222018,242,869,11000,FALSE,FALSE,TRUE,TRUE,FALSE
"Thir13en Ghosts ","Steve Beck",2001,5.5,"Average",2e+07,41867960,21867960,1.093398,"Medium",1,91,"R","Horror","English","USA",65512,149,478,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Back to the Future ","Robert Zemeckis",1985,8.5,"Excellent",1.9e+07,210609762,191609762,10.0847243157895,"Medium",1,116,"PG","Adventure","English","USA",732212,198,809,39000,FALSE,TRUE,TRUE,TRUE,FALSE
"House on Haunted Hill ","William Malone",1999,5.6,"Average",1.9e+07,40846082,21846082,1.14979378947368,"Medium",1,93,"R","Horror","English","USA",45317,147,536,0,FALSE,FALSE,FALSE,FALSE,FALSE
"I Can Do Bad All by Myself ","Tyler Perry",2009,4.1,"Poor",1.3e+07,51697449,38697449,2.97672684615385,"Medium",1,113,"PG-13","Comedy","English","USA",8346,36,59,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Switch ","Josh Gordon",2010,6.1,"Average",1.9e+07,27758465,8758465,0.460971842105263,"Medium",1,101,"PG-13","Comedy","English","USA",77987,181,120,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Just Married ","Shawn Levy",2003,5.4,"Poor",1.8e+07,56127162,38127162,2.11817566666667,"Medium",1,95,"PG-13","Comedy","English","USA",57479,97,205,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Devil's Double ","Lee Tamahori",2011,7.1,"Good",1.5e+07,1357042,-13642958,-0.909530533333333,"Medium",0,109,"R","Biography","English","Belgium",53977,167,125,14000,FALSE,FALSE,FALSE,FALSE,FALSE
"Thomas and the Magic Railroad ","Britt Allcroft",2000,3.6,"Poor",1.9e+07,15911333,-3088667,-0.162561421052632,"Medium",0,85,"G","Adventure","English","UK",2855,47,119,663,FALSE,FALSE,FALSE,FALSE,TRUE
"The Crazies ","Breck Eisner",2010,6.5,"Good",2e+07,39103378,19103378,0.9551689,"Medium",1,101,"R","Horror","English","USA",93272,308,251,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Spirited Away ","Hayao Miyazaki",2001,8.6,"Excellent",1.9e+07,10049886,-8950114,-0.471058631578947,"Medium",0,125,"PG","Adventure","Japanese","Japan",417971,246,902,28000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Bounty ","Roger Donaldson",1984,7,"Good",2.5e+07,8600000,-16400000,-0.656,"Medium",0,132,"PG","Action","English","UK",17982,29,95,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Book Thief ","Brian Percival",2013,7.6,"Excellent",1.9e+07,21483154,2483154,0.130692315789474,"Medium",1,131,"PG-13","Drama","English","USA",98741,252,236,53000,FALSE,FALSE,FALSE,FALSE,FALSE
"Sex Drive ","Sean Anders",2008,6.5,"Good",1.9e+07,8396942,-10603058,-0.558055684210526,"Medium",0,129,"R","Adventure","English","USA",72715,102,103,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Leap Year ","Anand Tucker",2010,6.4,"Average",1.9e+07,12561,-18987439,-0.999338894736842,"Medium",0,100,"PG","Comedy","English","USA",71276,134,181,13000,FALSE,FALSE,FALSE,FALSE,FALSE
"Take Me Home Tonight ","Michael Dowse",2011,6.3,"Average",2.3e+07,6923891,-16076109,-0.698961260869565,"Medium",0,97,"R","Comedy","English","USA",43867,136,83,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Nutcracker ","Emile Ardolino",1993,5.7,"Average",1.9e+07,2119994,-16880006,-0.888421368421053,"Medium",0,92,"G","Family","English","USA",1153,10,15,238,FALSE,FALSE,FALSE,FALSE,FALSE
"Kansas City ","Robert Altman",1996,6.3,"Average",1.9e+07,1292527,-17707473,-0.931972263157895,"Medium",0,116,"R","Crime","English","France",3536,31,44,228,FALSE,FALSE,FALSE,FALSE,FALSE
"The Amityville Horror ","Andrew Douglas",2005,6,"Average",1.9e+07,64255243,45255243,2.38185489473684,"Medium",1,90,"R","Drama","English","USA",80903,220,518,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Adaptation. ","Spike Jonze",2002,7.7,"Excellent",1.9e+07,22245861,3245861,0.170834789473684,"Medium",1,81,"R","Comedy","English","USA",143251,241,710,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Land of the Dead ","George A. Romero",2005,6.2,"Average",1.5e+07,20433940,5433940,0.362262666666667,"Medium",1,97,"R","Horror","English","Canada",78883,252,662,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Fear and Loathing in Las Vegas ","Terry Gilliam",1998,7.7,"Excellent",18500000,10562387,-7937613,-0.429060162162162,"Medium",0,118,"R","Adventure","English","USA",213226,156,648,15000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Invention of Lying ","Ricky Gervais",2009,6.4,"Average",18500000,18439082,-60918,-0.00329286486486487,"Medium",0,100,"PG-13","Comedy","English","USA",94292,192,287,13000,FALSE,FALSE,FALSE,FALSE,FALSE
"Neighbors ","Nicholas Stoller",2014,6.4,"Average",1.8e+07,150056505,132056505,7.3364725,"Medium",1,97,"R","Comedy","English","USA",216581,351,397,21000,FALSE,FALSE,TRUE,TRUE,FALSE
"The Mask ","Chuck Russell",1994,6.9,"Good",1.8e+07,119938730,101938730,5.66326277777778,"Medium",1,114,"PG-13","Action","English","USA",265818,57,213,0,FALSE,FALSE,TRUE,TRUE,FALSE
"Big ","Penny Marshall",1988,7.3,"Good",1.8e+07,114968774,96968774,5.38715411111111,"Medium",1,130,"PG","Comedy","English","USA",153468,99,204,0,FALSE,FALSE,TRUE,TRUE,FALSE
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Larry Charles",2006,7.3,"Good",1.8e+07,128505958,110505958,6.13921988888889,"Medium",1,82,"R","Comedy","English","USA",297014,343,1198,0,FALSE,FALSE,TRUE,TRUE,FALSE
"Legally Blonde ","Robert Luketic",2001,6.2,"Average",1.8e+07,95001351,77001351,4.27785283333333,"Medium",1,96,"PG-13","Comedy","English","USA",131801,163,548,0,FALSE,FALSE,TRUE,TRUE,FALSE
"Star Trek III: The Search for Spock ","Leonard Nimoy",1984,6.6,"Good",1.7e+07,76400000,59400000,3.49411764705882,"Medium",1,105,"PG","Action","English","USA",58743,110,192,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Exorcism of Emily Rose ","Scott Derrickson",2005,6.7,"Good",2e+07,75072454,55072454,2.7536227,"Medium",1,122,"PG-13","Drama","English","USA",96569,233,522,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Deuce Bigalow: Male Gigolo ","Mike Mitchell",1999,5.7,"Average",1.7e+07,65535067,48535067,2.85500394117647,"Medium",1,88,"R","Comedy","English","USA",59380,91,202,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Left Behind ","Vic Armstrong",2014,3.1,"Poor",1.6e+07,13998282,-2001718,-0.125107375,"Medium",0,110,"PG-13","Action","English","USA",24854,169,374,31000,FALSE,FALSE,FALSE,FALSE,TRUE
"The Family Stone ","Thomas Bezucha",2005,6.3,"Average",1.7e+07,6061759,-10938241,-0.643425941176471,"Medium",0,103,"PG-13","Comedy","English","USA",49077,142,475,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Barbershop 2: Back in Business ","Kevin Rodney Sullivan",2004,5.7,"Average",1.8e+07,64955956,46955956,2.60866422222222,"Medium",1,106,"PG-13","Comedy","English","USA",10104,50,69,265,FALSE,FALSE,FALSE,FALSE,FALSE
"Bad Santa ","Terry Zwigoff",2003,7.1,"Good",1.8e+07,60057639,42057639,2.3365355,"Medium",1,98,"R","Comedy","English","USA",107815,195,485,10000,FALSE,FALSE,FALSE,FALSE,FALSE
"Austin Powers: International Man of Mystery ","Jay Roach",1997,7,"Good",1.7e+07,53868030,36868030,2.16870764705882,"Medium",1,68,"PG-13","Comedy","English","USA",183425,129,425,0,FALSE,FALSE,FALSE,FALSE,FALSE
"My Big Fat Greek Wedding 2 ","Kirk Jones",2016,6.1,"Average",1.8e+07,59573085,41573085,2.30961583333333,"Medium",1,94,"PG-13","Comedy","English","USA",13562,156,103,19000,FALSE,FALSE,FALSE,FALSE,FALSE
"Diary of a Wimpy Kid: Rodrick Rules ","David Bowers",2011,6.6,"Good",2.1e+07,52691009,31691009,1.50909566666667,"Medium",1,99,"PG","Comedy","English","USA",18727,103,45,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Predator ","John McTiernan",1987,7.8,"Excellent",1.5e+07,59735548,44735548,2.98236986666667,"Medium",1,107,"R","Action","English","USA",290949,217,629,13000,FALSE,FALSE,FALSE,FALSE,FALSE
"Amadeus ","Milos Forman",1984,8.3,"Excellent",1.8e+07,51600000,33600000,1.86666666666667,"Medium",1,180,"R","Biography","English","USA",270790,134,549,16000,FALSE,FALSE,FALSE,FALSE,FALSE
"Prom Night ","Nelson McCormick",2008,3.9,"Poor",2e+07,43818159,23818159,1.19090795,"Medium",1,89,"PG-13","Horror","English","USA",27664,146,260,1000,FALSE,FALSE,FALSE,FALSE,TRUE
"Mean Girls ","Mark Waters",2004,7,"Good",1.7e+07,86049418,69049418,4.06173047058823,"Medium",1,97,"PG-13","Comedy","English","USA",245989,159,554,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Under the Tuscan Sun ","Audrey Wells",2003,6.7,"Good",1.8e+07,43601508,25601508,1.422306,"Medium",1,113,"PG-13","Comedy","English","USA",35718,111,317,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Gosford Park ","Robert Altman",2001,7.3,"Good",19800000,41300105,21500105,1.08586388888889,"Medium",1,131,"R","Drama","English","UK",65201,187,651,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Peggy Sue Got Married ","Francis Ford Coppola",1986,6.3,"Average",1.8e+07,41382841,23382841,1.29904672222222,"Medium",1,103,"PG-13","Comedy","English","USA",27149,44,96,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Birdman or (The Unexpected Virtue of Ignorance) ","Alejandro G. Iñárritu",2014,7.8,"Excellent",1.8e+07,42335698,24335698,1.35198322222222,"Medium",1,119,"R","Comedy","English","USA",395087,588,1101,114000,FALSE,FALSE,FALSE,FALSE,FALSE
"Blue Jasmine ","Woody Allen",2013,7.3,"Good",1.8e+07,33404871,15404871,0.855826166666667,"Medium",1,98,"PG-13","Drama","English","USA",150082,415,384,36000,FALSE,FALSE,FALSE,FALSE,FALSE
"United 93 ","Paul Greengrass",2006,7.6,"Excellent",1.5e+07,31471430,16471430,1.09809533333333,"Medium",1,111,"R","Drama","English","USA",83374,279,828,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Honey ","Bille Woodruff",2003,5.3,"Poor",2.5e+07,30222640,5222640,0.2089056,"Medium",1,94,"PG-13","Drama","English","USA",36666,97,144,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Spy Hard ","Rick Friedberg",1996,5.3,"Poor",1.8e+07,26906039,8906039,0.494779944444444,"Medium",1,81,"PG-13","Action","English","USA",29621,27,76,588,FALSE,FALSE,FALSE,FALSE,FALSE
"The Fog ","John Carpenter",1980,6.8,"Good",1e+06,21378000,20378000,20.378,"Low",1,89,"R","Fantasy","English","USA",46492,212,335,7000,FALSE,FALSE,FALSE,TRUE,FALSE
"Soul Surfer ","Sean McNamara",2011,7.1,"Good",1.8e+07,43853424,25853424,1.43630133333333,"Medium",1,106,"PG","Biography","English","USA",35514,110,114,15000,FALSE,FALSE,FALSE,FALSE,FALSE
"Observe and Report ","Jody Hill",2009,5.8,"Average",1.8e+07,23993605,5993605,0.332978055555556,"Medium",1,86,"R","Comedy","English","USA",52467,190,248,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Conan the Destroyer ","Richard Fleischer",1984,5.8,"Average",1.8e+07,26400000,8400000,0.466666666666667,"Medium",1,103,"PG","Action","English","USA",62009,77,109,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"Raging Bull ","Martin Scorsese",1980,8.3,"Excellent",1.8e+07,45250,-17954750,-0.997486111111111,"Medium",0,121,"R","Biography","English","USA",235133,151,494,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Love Happens ","Brandon Camp",2009,5.6,"Average",1.8e+07,22927390,4927390,0.273743888888889,"Medium",1,109,"PG-13","Drama","English","USA",25344,111,77,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Young Sherlock Holmes ","Barry Levinson",1985,6.8,"Good",1.8e+07,4250320,-13749680,-0.763871111111111,"Medium",0,109,"PG-13","Adventure","English","USA",14870,64,86,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Fame ","Kevin Tancharoen",2009,5,"Poor",1.8e+07,22452209,4452209,0.247344944444444,"Medium",1,123,"PG","Comedy","English","USA",14062,134,82,0,FALSE,FALSE,FALSE,FALSE,FALSE
"127 Hours ","Danny Boyle",2010,7.6,"Excellent",1.8e+07,18329466,329466,0.0183036666666667,"Medium",1,94,"R","Adventure","English","USA",279179,450,440,63000,FALSE,FALSE,FALSE,FALSE,FALSE
"Small Time Crooks ","Woody Allen",2000,6.7,"Good",1.8e+07,17071230,-928770,-0.0515983333333333,"Medium",0,94,"PG","Comedy","English","USA",31169,128,192,812,FALSE,FALSE,FALSE,FALSE,FALSE
"Center Stage ","Nicholas Hytner",2000,6.7,"Good",1.8e+07,17174870,-825130,-0.0458405555555556,"Medium",0,115,"PG-13","Drama","English","USA",15817,68,210,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Love the Coopers ","Jessie Nelson",2015,5.7,"Average",1.7e+07,26284475,9284475,0.546145588235294,"Medium",1,107,"PG-13","Comedy","English","USA",9051,97,68,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Catch That Kid ","Bart Freundlich",2004,5.2,"Poor",1.8e+07,16702864,-1297136,-0.0720631111111111,"Medium",0,91,"PG","Comedy","English","USA",8023,54,49,591,FALSE,FALSE,FALSE,FALSE,FALSE
"Life as a House ","Irwin Winkler",2001,7.5,"Excellent",1.8e+07,15561627,-2438373,-0.135465166666667,"Medium",0,125,"R","Drama","English","USA",39105,99,359,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Steve Jobs ","Danny Boyle",2015,7.2,"Good",3e+07,17750583,-12249417,-0.4083139,"Medium",0,122,"R","Biography","English","UK",93548,412,307,23000,FALSE,FALSE,FALSE,FALSE,FALSE
"I Love You, Beth Cooper ","Chris Columbus",2009,5.3,"Poor",1.8e+07,14793904,-3206096,-0.178116444444444,"Medium",0,102,"PG-13","Comedy","English","Canada",28209,107,80,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Youth in Revolt ","Miguel Arteta",2009,6.5,"Good",1.8e+07,15281286,-2718714,-0.151039666666667,"Medium",0,90,"R","Comedy","English","USA",64646,192,105,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Legend of the Lone Ranger ","William A. Fraker",1981,5,"Poor",1.8e+07,8000000,-1e+07,-0.555555555555556,"Medium",0,98,"PG","Action","English","USA",1400,25,41,346,FALSE,FALSE,FALSE,FALSE,FALSE
"The Tailor of Panama ","John Boorman",2001,6.1,"Average",1.8e+07,13491653,-4508347,-0.250463722222222,"Medium",0,109,"R","Drama","English","USA",23728,104,213,813,FALSE,FALSE,FALSE,FALSE,FALSE
"Getaway ","Courtney Solomon",2013,4.4,"Poor",1.8e+07,10494494,-7505506,-0.416972555555556,"Medium",0,90,"PG-13","Action","English","USA",19586,146,109,4000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Ice Storm ","Ang Lee",1997,7.5,"Excellent",1.8e+07,7837632,-10162368,-0.564576,"Medium",0,112,"R","Drama","English","USA",46396,124,287,0,FALSE,FALSE,FALSE,FALSE,FALSE
"And So It Goes ","Rob Reiner",2014,5.7,"Average",1.8e+07,15155772,-2844228,-0.158012666666667,"Medium",0,94,"PG-13","Comedy","English","USA",8895,107,48,3000,FALSE,FALSE,FALSE,FALSE,FALSE
"Troop Beverly Hills ","Jeff Kanew",1989,5.5,"Average",1.8e+07,8508843,-9491157,-0.5272865,"Medium",0,105,"PG","Adventure","English","USA",7470,11,35,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Being Julia ","István Szabó",2004,7.1,"Good",1.8e+07,7739049,-10260951,-0.570052833333333,"Medium",0,104,"R","Comedy","English","Canada",10680,93,112,562,FALSE,FALSE,FALSE,FALSE,FALSE
"9½ Weeks ","Adrian Lyne",1986,5.9,"Average",1.7e+07,6734844,-10265156,-0.603832705882353,"Medium",0,112,"R","Drama","English","USA",29591,38,118,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Dragonslayer ","Matthew Robbins",1981,6.7,"Good",1.8e+07,6000000,-1.2e+07,-0.666666666666667,"Medium",0,108,"PG","Action","English","USA",10832,60,102,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Last Station ","Michael Hoffman",2009,7,"Good",1.3e+07,6615578,-6384422,-0.491109384615385,"Medium",0,112,"R","Biography","English","Germany",15352,184,82,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Ed Wood ","Tim Burton",1994,7.9,"Excellent",1.8e+07,5887457,-12112543,-0.672919055555556,"Medium",0,127,"R","Biography","English","USA",142416,148,420,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Labor Day ","Jason Reitman",2013,6.9,"Good",1.8e+07,13362308,-4637692,-0.257649555555556,"Medium",0,111,"PG-13","Drama","English","USA",31898,217,111,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Mongol: The Rise of Genghis Khan ","Sergey Bodrov",2007,7.3,"Good",2e+07,5701643,-14298357,-0.71491785,"Medium",0,126,"R","Adventure","Mongolian","Russia",37635,160,165,0,FALSE,FALSE,FALSE,FALSE,FALSE
"RocknRolla ","Guy Ritchie",2008,7.3,"Good",1.8e+07,5694401,-12305599,-0.683644388888889,"Medium",0,114,"R","Action","English","UK",194489,209,192,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"Megaforce ","Hal Needham",1982,3.5,"Poor",2e+07,5333658,-14666342,-0.7333171,"Medium",0,99,"PG","Action","English","USA",2541,40,54,0,FALSE,FALSE,FALSE,FALSE,TRUE
"Hamlet ","Kenneth Branagh",1996,7.8,"Excellent",1.8e+07,4414535,-13585465,-0.754748055555556,"Medium",0,150,"PG-13","Drama","English","UK",30618,85,224,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Midnight Special ","Jeff Nichols",2016,6.7,"Good",1.8e+07,3707794,-14292206,-0.794011444444444,"Medium",0,112,"PG-13","Adventure","English","Greece",31359,263,156,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Anything Else ","Woody Allen",2003,6.4,"Average",1.8e+07,3203044,-14796956,-0.822053111111111,"Medium",0,108,"R","Comedy","English","USA",25165,128,155,827,FALSE,FALSE,FALSE,FALSE,FALSE
"The Railway Man ","Jonathan Teplitzky",2013,7.1,"Good",1.8e+07,4435083,-13564917,-0.7536065,"Medium",0,116,"R","Biography","English","Australia",27882,186,119,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"The White Ribbon ","Michael Haneke",2009,7.8,"Excellent",1.2e+07,2222647,-9777353,-0.814779416666667,"Medium",0,144,"R","Drama","German","Germany",52958,292,193,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Wraith ","Mike Marvin",1986,5.9,"Average",2700000,3500000,8e+05,0.296296296296296,"Low",1,93,"R","Action","English","USA",10082,70,100,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Salton Sea ","D.J. Caruso",2002,7.2,"Good",1.8e+07,676698,-17323302,-0.962405666666667,"Medium",0,103,"R","Crime","English","USA",26730,79,180,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"One Man's Hero ","Lance Hool",1999,6.2,"Average",11350000,229311,-11120689,-0.979796387665198,"Medium",0,121,"R","Action","English","Spain",899,10,42,271,FALSE,FALSE,FALSE,FALSE,FALSE
"Renaissance ","Christian Volckman",2006,6.7,"Good",1.4e+07,63260,-13936740,-0.995481428571429,"Medium",0,105,"R","Action","English","France",14325,112,90,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Superbad ","Greg Mottola",2007,7.6,"Excellent",2e+07,121463226,101463226,5.0731613,"Medium",1,119,"R","Comedy","English","USA",422606,256,555,0,FALSE,FALSE,TRUE,TRUE,FALSE
"Step Up 2: The Streets ","Jon M. Chu",2008,6.2,"Average",2.3e+07,58006147,35006147,1.52200639130435,"Medium",1,98,"PG-13","Drama","English","USA",67653,97,108,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Hoodwinked! ","Cory Edwards",2005,6.5,"Good",17500000,51053787,33553787,1.91735925714286,"Medium",1,80,"PG","Action","English","USA",45900,142,247,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Hotel Rwanda ","Terry George",2004,8.1,"Excellent",17500000,23472900,5972900,0.341308571428571,"Medium",1,121,"PG-13","Drama","English","UK",264533,187,609,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"Hitman ","Xavier Gens",2007,6.3,"Average",2.4e+07,39687528,15687528,0.653647,"Medium",1,94,"R","Action","English","France",140780,193,376,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Black Nativity ","Kasi Lemmons",2013,4.4,"Poor",17500000,7017178,-10482822,-0.5990184,"Medium",0,93,"PG","Drama","English","USA",1633,40,17,0,FALSE,FALSE,FALSE,FALSE,FALSE
"City of Ghosts ","Matt Dillon",2002,6,"Average",17500000,325491,-17174509,-0.981400514285714,"Medium",0,116,"R","Crime","English","USA",4387,38,67,204,FALSE,FALSE,FALSE,FALSE,FALSE
"The Others ","Alejandro Amenábar",2001,7.6,"Excellent",1.7e+07,96471845,79471845,4.67481441176471,"Medium",1,101,"PG-13","Fantasy","English","USA",268581,239,1109,20000,FALSE,FALSE,TRUE,TRUE,FALSE
"Aliens ","James Cameron",1986,8.4,"Excellent",18500000,85200000,66700000,3.60540540540541,"Medium",1,154,"R","Action","English","USA",488537,250,1076,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"My Fair Lady ","George Cukor",1964,7.9,"Excellent",1.7e+07,72000000,5.5e+07,3.23529411764706,"Medium",1,170,"Approved","Drama","English","USA",66959,82,258,0,FALSE,FALSE,FALSE,FALSE,FALSE
"I Know What You Did Last Summer ","Jim Gillespie",1997,5.6,"Average",1.7e+07,72219395,55219395,3.24819970588235,"Medium",1,99,"R","Horror","English","USA",105585,140,419,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Let's Be Cops ","Luke Greenfield",2014,6.5,"Good",1.7e+07,82389560,65389560,3.84644470588235,"Medium",1,104,"R","Comedy","English","USA",106820,129,147,14000,FALSE,FALSE,FALSE,FALSE,FALSE
"Sideways ","Alexander Payne",2004,7.5,"Excellent",1.2e+07,71502303,59502303,4.95852525,"Medium",1,126,"R","Adventure","English","USA",149966,285,835,0,FALSE,FALSE,FALSE,TRUE,FALSE
"Beerfest ","Jay Chandrasekhar",2006,6.3,"Average",17500000,19179969,1679969,0.0959982285714286,"Medium",1,110,"R","Comedy","English","USA",54710,91,177,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Halloween ","John Carpenter",1978,7.9,"Excellent",3e+05,47000000,46700000,155.666666666667,"Low",1,101,"R","Horror","English","USA",157857,318,1191,12000,FALSE,FALSE,FALSE,TRUE,FALSE
"Good Boy! ","John Hoffman",2003,5.1,"Poor",1.7e+07,37566230,20566230,1.20977823529412,"Medium",1,87,"PG","Comedy","English","USA",3407,52,48,309,FALSE,FALSE,FALSE,FALSE,FALSE
"The Best Man Holiday ","Malcolm D. Lee",2013,6.7,"Good",1.7e+07,70492685,53492685,3.14662852941176,"Medium",1,123,"R","Comedy","English","USA",11600,56,64,7000,FALSE,FALSE,FALSE,FALSE,FALSE
"Smokin' Aces ","Joe Carnahan",2006,6.7,"Good",1.7e+07,35635046,18635046,1.09617917647059,"Medium",1,109,"R","Action","English","UK",121058,186,482,3000,FALSE,FALSE,FALSE,FALSE,FALSE
"Saw 3D: The Final Chapter ","Kevin Greutert",2010,5.6,"Average",2e+07,45670855,25670855,1.28354275,"Medium",1,90,"R","Horror","English","Canada",67978,178,279,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"40 Days and 40 Nights ","Michael Lehmann",2002,5.6,"Average",1.7e+07,37939782,20939782,1.23175188235294,"Medium",1,96,"R","Comedy","English","USA",62272,140,207,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"A Night at the Roxbury ","John Fortenberry",1998,6.2,"Average",1.7e+07,30324946,13324946,0.783820352941176,"Medium",1,82,"PG-13","Comedy","English","USA",48458,63,239,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Beastly ","Daniel Barnz",2011,5.6,"Average",1.7e+07,27854896,10854896,0.638523294117647,"Medium",1,86,"PG-13","Drama","English","USA",64190,148,129,16000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Hills Have Eyes ","Alexandre Aja",2006,6.4,"Average",1.5e+07,41777564,26777564,1.78517093333333,"Medium",1,108,"R","Horror","English","USA",129719,265,855,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Dickie Roberts: Former Child Star ","Sam Weisman",2003,5.6,"Average",1.7e+07,22734486,5734486,0.337322705882353,"Medium",1,98,"PG-13","Comedy","English","USA",11815,75,117,320,FALSE,FALSE,FALSE,FALSE,FALSE
"McFarland, USA ","Niki Caro",2015,7.4,"Good",1.7e+07,44469602,27469602,1.61585894117647,"Medium",1,129,"PG","Biography","English","USA",23480,113,83,21000,FALSE,FALSE,FALSE,FALSE,FALSE
"Pitch Perfect ","Jason Moore",2012,7.2,"Good",1.7e+07,64998368,47998368,2.82343341176471,"Medium",1,112,"PG-13","Comedy","English","USA",213898,223,250,36000,FALSE,FALSE,FALSE,FALSE,FALSE
"Summer Catch ","Michael Tollin",2001,4.9,"Poor",3.4e+07,19693891,-14306109,-0.420767911764706,"Medium",0,108,"PG-13","Comedy","English","USA",12993,50,107,476,FALSE,FALSE,FALSE,FALSE,FALSE
"A Simple Plan ","Sam Raimi",1998,7.5,"Excellent",1.7e+07,16311763,-688237,-0.0404845294117647,"Medium",0,121,"R","Crime","English","UK",50656,125,416,0,FALSE,FALSE,FALSE,FALSE,FALSE
